pincode,locality,city,state,lat,lon,offices,accuracy
135102,Basatianwala,Yamuna Nagar,Haryana,30.2099,77.209,12,4
135103,Balachaur,Yamuna Nagar,Haryana,30.2986,77.4034,9,4
135106,Bhudkalan,Yamuna Nagar,Haryana,30.2602,77.4413,5,4
135133,Alhar,Yamuna Nagar,Haryana,30.0802,77.1341,19,4
136020,Chandlana,Kaithal,Haryana,29.8764,76.6505,6,4
136021,Ahun,Kaithal,Haryana,29.8308,76.653,6,4
136026,Barsana,Kaithal,Haryana,29.7092,76.6058,6,4
136027,Kaithal,Kaithal,Haryana,29.7869,76.389,26,4
136030,Batheri,Kurukshetra,Haryana,29.9441,76.5292,6,4
136033,Kakrala Inayat,Kaithal,Haryana,29.9254,76.3327,8,4
136034,Arnauli,Kaithal,Haryana,30.0726,76.356,15,4
136035,Agondh,Kaithal,Haryana,30.0099,76.2711,7,4
136038,Amin,Kurukshetra,Haryana,30.0451,76.7862,1,4
136042,Fatehpur (Kaithal),Kaithal,Haryana,29.7724,76.5924,6,4
136043,Bakal,Kaithal,Haryana,29.6945,76.5197,11,4
136044,Bir Bangran,Kaithal,Haryana,29.5838,76.4837,12,4
136117,Badsikri Kalan,Kaithal,Haryana,29.6084,76.3941,19,4
136118,Judicial Complex Kurukshetra,Kurukshetra,Haryana,30.1487,76.6856,6,4
136119,Kurukshetra University,Kurukshetra,Haryana,30.0451,76.7862,17,4
136128,Bakhli,Kurukshetra,Haryana,30.0285,76.6223,14,4
136129,Chammu Kalan,Kurukshetra,Haryana,30.1043,76.6745,6,4
136130,Ajrana Kalan,Kurukshetra,Haryana,30.1066,76.7642,4,4
136131,Bir Mathana,Kurukshetra,Haryana,29.9764,76.9163,9,4
136132,Bakali,Kurukshetra,Haryana,30.0451,76.7862,14,4
136135,Chaduni Jattan,Kurukshetra,Haryana,30.1502,76.8588,21,4
136136,Ajrawar,Kurukshetra,Haryana,30.1645,76.7128,4,4
136156,Babain,Kurukshetra,Haryana,30.0859,76.9578,10,4
140001,Minisectt Ropar,Rupnagar,Punjab,31.0624,76.4894,3,1
140101,Bhamnara,Rupnagar,Punjab,30.8018,76.5184,6,4
140102,Barsalpur,Ropar,Punjab,30.8367,76.4544,8,4
140103,Allahpur,Rupnagar,Punjab,30.8566,76.5726,13,4
140108,Ballamgarh,Rupnagar,Punjab,31.0624,76.4894,9,4
140109,Khizrabad West,Mohali,Punjab,30.8782,76.6763,2,4
140110,Baraudi,Mohali,Punjab,30.8446,76.7242,7,4
140111,Bela (Rupnagar),Rupnagar,Punjab,30.9274,76.4078,12,4
140112,Bassi Gujran,Rupnagar,Punjab,30.8692,76.4658,5,4
140113,Ghanauli,Rupnagar,Punjab,31.0624,76.4894,5,4
140114,Bharatgarh,Rupnagar,Punjab,31.0982,76.6098,3,4
140115,Kiratpur Sahib,Ropar,Punjab,31.1244,76.5292,2,4
140116,Jhinjari,Rupnagar,Punjab,31.0624,76.4894,3,1
140117,Barwa,Rupnagar,Punjab,31.0624,76.4894,13,4
140118,Agampur,Ropar,Punjab,31.0624,76.4894,2,1
140119,Abiana,Rupnagar,Punjab,31.1115,76.5321,7,4
140123,Ganugwal,Rupnagar,Punjab,31.2602,76.4783,3,4
140124,Dhobeta,Rupnagar,Punjab,31.3897,76.3757,6,4
140125,Ajauli,Ropar,Punjab,31.0624,76.4894,5,4
140126,Bass Bhabour,Rupnagar,Punjab,30.9245,76.4479,11,4
140133,Bhanupali,Rupnagar,Punjab,31.0624,76.4894,6,4
140201,Bhankarpur,Mohali,Punjab,30.4432,76.594,2,4
140301,Cholta Khurd,Rupnagar,Punjab,31.0624,76.4894,10,4
140306,Dharamgarh,Rupnagar,Punjab,31.0624,76.4894,5,4
140307,Bhago Majra,Mohali,Punjab,30.8806,76.5446,8,4
140308,Kumbra,Rupnagar,Punjab,31.0624,76.4894,3,4
140401,IFP Rajpura,Patiala,Punjab,30.2803,76.3516,3,1
140402,Basantpura,Patiala,Punjab,30.506,76.5659,13,4
140405,Badochikalan,Fatehgarh Sahib,Punjab,30.615,76.3142,6,4
140406,Adampur,Fatehgarh Sahib,Punjab,30.6147,76.4568,16,4
140407,Fatehgarh Sahib,Fatehgarh Sahib,Punjab,30.5733,76.5092,1,1
140408,Badali Ala Singh,Fatehgarh Sahib,Punjab,30.6562,76.528,9,4
140412,Bassi (Fatehgarh Sahib),Fatehgarh Sahib,Punjab,30.496,76.3425,8,4
140413,Bajheri,Mohali,Punjab,30.7197,76.5439,6,4
140417,Gadapur,Patiala,Punjab,30.4434,76.7021,11,4
140501,Dharamgarh,Mohali,Punjab,30.4552,76.8562,13,4
140506,Dappar,Patiala,Punjab,30.525,76.7411,5,4
140507,Baroli,Mohali,Punjab,30.5631,76.8376,5,4
140601,Banur,Patiala,Punjab,30.2803,76.3516,5,4
140602,Bhagrana,Patiala,Punjab,30.5784,76.6159,7,4
140603,Babhat,Patiala,Punjab,30.4682,76.5666,4,4
140604,Baltana,Mohali,Punjab,30.6763,76.7411,1,1
140701,Ajrawar,Patiala,Punjab,30.3867,76.4993,10,4
140702,Ghanur,Patiala,Punjab,30.3867,76.4902,5,1
140802,Amrala,Patiala,Punjab,30.2803,76.3516,8,4
140901,Jayanti Devi,Mohali,Punjab,30.6763,76.7411,5,4
141001,Bharat Nagar (Ludhiana),Ludhiana,Punjab,30.8047,75.8361,9,1
141002,Model Town (Ludhiana),Ludhiana,Punjab,30.8047,75.8361,2,4
141003,Labour Colony (Ludhiana),Ludhiana,Punjab,30.8047,75.8361,6,1
141004,P.A.U.,Ludhiana,Punjab,30.8047,75.8361,1,1
141006,Gne College,Ludhiana,Punjab,30.8047,75.8361,1,1
141007,Basti Jodhewal,Ludhiana,Punjab,30.9724,75.9345,8,4
141008,CMC (Ludhiana),Ludhiana,Punjab,30.8047,75.8361,16,4
141010,Focal Point,Ludhiana,Punjab,30.8485,76.141,3,1
141012,Rajguru Nagar,Ludhiana,Punjab,30.8485,76.141,1,1
141013,Basant Avenue,Ludhiana,Punjab,30.8485,76.141,2,1
141014,Daba Road,Ludhiana,Punjab,30.8646,75.9185,2,4
141015,Karyana Kalan,Ludhiana,Punjab,30.8975,75.9316,2,4
141016,Lohora,Ludhiana,Punjab,30.8047,75.8361,1,4
141017,Jugiana,Ludhiana,Punjab,30.8549,75.9405,1,4
141101,Dakha Mandi,Ludhiana,Punjab,30.8381,75.6614,7,4
141102,Bhanohar,Ludhiana,Punjab,30.8722,75.7053,6,4
141103,Khandur,Ludhiana,Punjab,30.7984,75.7216,2,4
141104,Akalgarh,Ludhiana,Punjab,30.907,75.7534,4,4
141105,Abbowal,Ludhiana,Punjab,30.8047,75.8361,5,4
141106,Halwara Aerodrome,Ludhiana,Punjab,30.9228,75.6892,1,1
141107,Attiana,Ludhiana,Punjab,30.8406,75.6779,9,4
141108,Andlu,Ludhiana,Punjab,30.8047,75.8361,7,4
141109,Bhaini Baringa,Ludhiana,Punjab,30.6572,76.0842,13,4
141110,Bassian Bet,Ludhiana,Punjab,30.8047,75.8361,5,4
141112,Bhagpura,Ludhiana,Punjab,30.8047,75.8361,8,4
141113,Chhandran,Ludhiana,Punjab,30.8535,76.0863,4,4
141114,Bhagwanpura,Ludhiana,Punjab,30.808,76.1567,21,4
141115,Hambowal,Ludhiana,Punjab,30.9291,76.1991,6,4
141116,Alamgir,Ludhiana,Punjab,30.8,75.8529,6,4
141117,Hans Kalan,Ludhiana,Punjab,30.8047,75.8361,8,4
141118,Butaheri,Ludhiana,Punjab,30.8047,75.8361,5,4
141119,Babarpur,Ludhiana,Punjab,30.8047,75.8361,7,4
141120,Bilga,Ludhiana,Punjab,30.8413,75.9188,6,4
141121,Behlolpur,Ludhiana,Punjab,30.9575,75.9386,4,1
141122,Jaspal Banger,Ludhiana,Punjab,30.8289,75.8919,3,4
141123,Ramgarh (Ludhiana),Ludhiana,Punjab,30.9575,75.9386,2,1
141125,Kakrala Kalan,Ludhiana,Punjab,30.9024,76.289,4,4
141126,Junewal,Ludhiana,Punjab,30.9304,76.0968,3,4
141127,Borra,Ludhiana,Punjab,30.8047,75.8361,4,4
141201,Kila Raipur,Ludhiana,Punjab,30.8047,75.8361,1,4
141202,Ballowal,Ludhiana,Punjab,30.7685,75.7437,4,4
141203,Assi Kalan,Ludhiana,Punjab,30.938,75.8217,5,4
141204,Chhapar,Ludhiana,Punjab,30.839,75.5545,6,4
141205,Bahrampur,Ludhiana,Punjab,30.8047,75.8361,7,4
141206,Bhutta,Ludhiana,Punjab,30.7931,75.9055,7,4
141401,Amloh Road(Khanna),Ludhiana,Punjab,30.6946,76.1262,3,1
141411,Barwali Khurd,Fatehgarh Sahib,Punjab,30.6688,76.3205,9,4
141412,Bagli Kalan,Ludhiana,Punjab,30.7397,76.1543,10,4
141413,Dhamote,Ludhiana,Punjab,30.6559,76.0162,3,4
141414,Allona Pallah,Ludhiana,Punjab,30.6891,76.1244,9,4
141415,Bharthala Randhawa,Ludhiana,Punjab,30.604,76.0709,5,4
141416,Barmalipur,Ludhiana,Punjab,30.7531,76.0743,4,4
141417,Chak Mafi,Ludhiana,Punjab,30.8047,75.8361,11,4
141418,Rampur (Ludhiana),Ludhiana,Punjab,30.8047,75.8361,4,4
141419,Ghaloti,Ludhiana,Punjab,30.6861,76.151,3,1
141421,Doraha (Ludhiana),Ludhiana,Punjab,30.7677,76.0842,10,4
141422,Bopa Rai Kalan (Ludhiana),Ludhiana,Punjab,30.803,75.6673,3,4
141801,Chari,Fatehgarh Sahib,Punjab,30.6421,76.3642,8,4
142001,Gtr Moga,Moga,Punjab,30.7625,75.1742,3,1
142002,Purana Moga,Moga,Punjab,30.7625,75.1742,7,4
142003,Moga Kty,Moga,Punjab,30.7625,75.1742,5,1
142011,Bahona,Moga,Punjab,30.7811,75.2246,6,4
142021,Baddowal,Ludhiana,Punjab,30.8384,75.7467,3,4
142022,Dad,Ludhiana,Punjab,30.8509,75.8048,6,4
142023,Gurreh,Ludhiana,Punjab,30.8,75.5666,9,4
142024,Barsal,Ludhiana,Punjab,30.854,75.5356,10,4
142025,Bharowal,Ludhiana,Punjab,30.8773,75.6107,7,4
142026,Jagraon City,Ludhiana,Punjab,30.8567,75.6153,3,1
142027,Ayali Kalan,Ludhiana,Punjab,30.9114,75.75,2,4
142028,New Rajguru Nagar,Ludhiana,Punjab,30.8567,75.6153,2,1
142029,Dhaipai,Ludhiana,Punjab,30.8047,75.7966,4,4
142030,Chachrari,Ludhiana,Punjab,30.7002,75.8747,8,4
142031,Hathur,Ludhiana,Punjab,30.6391,75.4472,2,4
142032,Bassian,Ludhiana,Punjab,30.8047,75.8361,6,4
142033,Bangsipur,Ludhiana,Punjab,30.9172,75.4762,15,4
142034,Akhara,Ludhiana,Punjab,30.7266,75.4784,5,4
142035,Chakkar,Ludhiana,Punjab,30.771,75.4772,6,4
142036,Fatehgarh Siwian,Ludhiana,Punjab,30.89,75.8962,5,4
142037,Badhni Kalan,Moga,Punjab,30.6783,75.2958,6,4
142038,Alamwala Kalan,Moga,Punjab,30.5777,75.189,17,4
142039,Bilaspur (Moga),Moga,Punjab,30.6323,75.325,10,4
142040,Butter,Moga,Punjab,30.6913,75.3539,5,4
142041,Bhinder (Firozpur),Firozpur,Punjab,30.9492,74.7637,4,1
142042,Aminwala,Moga,Punjab,30.7625,75.1742,13,4
142043,Datewala,Moga,Punjab,30.9077,75.1601,12,4
142044,Behak Gujjaran,Firozpur,Punjab,30.9492,74.7637,7,4
142045,Kishan Garh,Moga,Punjab,30.7625,75.1742,3,4
142046,Didarewala,Moga,Punjab,30.5949,75.2092,5,4
142047,Chuchak Wind,Firozpur,Punjab,31.0406,74.9059,14,4
142048,Bukan Wala,Moga,Punjab,30.8269,75.0883,21,4
142049,Guru Teg Bahadur Garh,Moga,Punjab,30.7625,75.1742,9,4
142050,Dhanna Shahid,Firozpur,Punjab,30.9492,74.9257,11,4
142052,Bhangali Kalan,Firozpur,Punjab,30.9962,74.835,15,4
142053,Ajitwal,Moga,Punjab,30.8233,75.2586,10,4
142054,Chugawan,Moga,Punjab,30.8456,75.3307,6,4
142055,Dhurkot Ransih,Moga,Punjab,30.5267,75.2867,7,4
142056,Gholia Kalan,Moga,Punjab,30.67,75.1771,4,4
142057,Ganji Gulab Singh,Moga,Punjab,30.5977,75.1267,7,4
142058,Kishanpura (Moga),Moga,Punjab,30.8778,75.0738,4,1
142060,Gill,Firozpur,Punjab,30.8042,74.8793,5,4
143001,Amritsar G.P.O.,Amritsar,Punjab,31.5729,75.0058,12,4
143002,J.F.Mill,Amritsar,Punjab,31.6029,74.8732,3,1
143003,Nodal Delivery Office Amritsar,Amritsar,Punjab,31.6029,74.8732,1,1
143005,Guru Nanak Dev University,Amritsar,Punjab,31.6029,74.8732,1,1
143006,Gandhi Bazar (Amritsar),Amritsar,Punjab,31.6035,74.909,13,4
143008,Dist Jail,Amritsar,Punjab,31.6757,74.8708,6,4
143009,Bohru,Amritsar,Punjab,31.5641,74.8187,5,4
143022,Chabha,Amritsar,Punjab,31.5891,75.0736,9,4
143101,Adiwala,Amritsar,Punjab,31.7237,74.941,11,4
143102,Ajnala,Amritsar,Punjab,31.7715,74.863,20,4
143103,Chamiari,Amritsar,Punjab,31.777,74.8387,6,4
143105,Basarke Gillan,Amritsar,Punjab,31.7061,74.9005,13,4
143107,Bhakna Kalan,Amritsar,Punjab,31.7061,74.9005,11,4
143108,Assarapur,Amritsar,Punjab,31.6106,74.6032,12,4
143109,Bhilowal Pacca,Amritsar,Punjab,31.6954,74.7612,20,4
143111,Allowal,Amritsar,Punjab,31.5521,75.1965,11,4
143112,Bhinder,Amritsar,Punjab,31.5185,75.2359,10,4
143113,Fatehpur Rajputan,Amritsar,Punjab,31.6386,75.0157,7,4
143114,Arjan Manga,Amritsar,Punjab,31.7241,75.1512,10,4
143115,Dharar,Amritsar,Punjab,31.5494,75.0492,9,4
143116,Akalgarh Dhupaian,Amritsar,Punjab,31.6496,75.17,10,4
143117,Banian,Amritsar,Punjab,31.6396,74.9745,6,4
143118,Beharipura,Tarn Taran,Punjab,31.412,75.1525,7,4
143119,Babowal,Amritsar,Punjab,31.7121,75.1383,6,4
143149,Bhangwan,Amritsar,Punjab,31.6448,75.1352,9,4
143201,Beas,Amritsar,Punjab,31.7061,74.9005,6,4
143202,Baba Bakala,Amritsar,Punjab,31.5584,75.2656,6,4
143203,Butala,Amritsar,Punjab,31.6126,75.3377,4,4
143204,Bal Sarai,Amritsar,Punjab,31.5764,75.3312,3,4
143205,Butter Sivya,Amritsar,Punjab,31.6069,75.2749,4,4
143301,Aima Kalan,Amritsar,Punjab,31.7061,74.9005,7,4
143302,Bakipur,Amritsar,Punjab,31.7061,74.9005,9,4
143303,Banke,Amritsar,Punjab,31.7061,74.9005,6,4
143304,Bhagwanpura,Amritsar,Punjab,31.7061,74.9005,11,4
143305,Basarke,Amritsar,Punjab,31.7061,74.9005,11,4
143401,Tarn Taran H.O,Tarn Taran,Punjab,31.427,75.0451,1,1
143402,Bagrian,Amritsar,Punjab,31.5775,74.8532,15,4
143406,Bath,Tarn Taran,Punjab,31.4966,75.0024,7,4
143407,Fatehabad (Amritsar),Amritsar,Punjab,31.4442,74.8712,6,4
143408,Chamba Kalan,Tarn Taran,Punjab,31.2303,75.0081,6,4
143409,Bhathal Bhai,Amritsar,Punjab,31.7061,74.9068,8,4
143410,Dadeha Sahib,Amritsar,Punjab,31.7061,74.9005,7,4
143411,Banwalipur,Amritsar,Punjab,31.4554,74.9346,12,4
143412,Alipur,Tarn Taran,Punjab,31.205,74.9221,6,4
143413,Bundala (Amritsar),Amritsar,Punjab,31.5326,74.9554,3,4
143414,Chahal,Amritsar,Punjab,31.7061,74.9005,5,4
143415,Galalipur,Tarn Taran,Punjab,31.3783,74.9005,9,4
143416,Patti (Tarn Taran),Tarn Taran,Punjab,31.3469,74.8563,18,4
143419,Algon Khurd,Tarn Taran,Punjab,31.2182,74.6092,14,4
143422,Dhunda,Tarn Taran,Punjab,31.3408,75.124,4,4
143501,Fatehgarh Shukarchack,Amritsar,Punjab,31.7107,74.9583,9,4
143502,Abdal,Amritsar,Punjab,31.7362,75.0615,10,4
143504,Bhilowal,Amritsar,Punjab,31.7149,75.0862,7,4
143505,Guru Nanak Nagar (Gurdaspur),Gurdaspur,Punjab,31.9161,75.2937,6,1
143506,Batala Sugar Mills,Gurdaspur,Punjab,31.7328,75.2836,14,4
143507,Aliwal,Gurdaspur,Punjab,31.9161,75.2937,13,4
143511,Akarpura,Gurdaspur,Punjab,31.8916,75.2591,18,4
143512,Kalanaur (Gurdaspur),Gurdaspur,Punjab,31.8252,75.3742,7,4
143513,Bhole Ke,Gurdaspur,Punjab,31.9099,75.0159,8,4
143514,Bhoman,Gurdaspur,Punjab,31.6759,75.3395,8,4
143515,Ballarwal,Gurdaspur,Punjab,31.6656,75.4456,8,4
143516,Dhandal,Gurdaspur,Punjab,31.7656,75.3801,7,4
143517,Alma,Gurdaspur,Punjab,31.8604,75.5152,7,4
143518,Dehriwal,Gurdaspur,Punjab,31.8711,75.2845,9,4
143519,Dhariwal,Gurdaspur,Punjab,31.9539,75.3028,9,4
143520,Babri Jiwan Wal,Gurdaspur,Punjab,31.9914,75.3491,9,4
143521,Gurdaspur H.O,Gurdaspur,Punjab,31.9507,75.3623,2,1
143525,Bharial,Gurdaspur,Punjab,32.1908,75.3642,4,4
143526,Dorangla,Gurdaspur,Punjab,32.0946,75.3102,9,4
143527,Aulakh Kalan,Gurdaspur,Punjab,31.776,75.3283,10,4
143528,Chak Sharif,Gurdaspur,Punjab,31.9263,75.4841,6,4
143529,Babri,Gurdaspur,Punjab,31.9539,75.3981,4,4
143530,Babehali,Gurdaspur,Punjab,32.016,75.4512,9,4
143531,Awankha,Gurdaspur,Punjab,32.0825,75.4703,10,4
143532,Behrampur,Gurdaspur,Punjab,31.9837,75.2554,3,4
143533,Bianpur-e,Gurdaspur,Punjab,32.0194,75.4299,4,4
143534,Taragarh (Gurdaspur),Gurdaspur,Punjab,31.9161,75.2937,8,4
143601,Bal Khurd,Amritsar,Punjab,31.7677,74.9877,16,4
143602,Fatehgarh Churian,Gurdaspur,Punjab,31.902,75.0602,9,4
143603,Dahoorian,Amritsar,Punjab,31.9684,74.8916,6,4
143604,Bhagthana Tulian,Gurdaspur,Punjab,31.9261,75.0209,12,4
143605,Dharowali,Gurdaspur,Punjab,31.9284,75.06,5,4
143606,Balbawa,Amritsar,Punjab,31.7634,74.9148,10,4
144001,General Bus Stand (Jalandhar),Jalandhar,Punjab,31.2121,75.5684,12,1
144002,Athola,Jalandhar,Punjab,31.2121,75.5684,10,4
144003,Model Town (Jalandhar),Jalandhar,Punjab,31.2121,75.5684,6,1
144004,Preet Nagar (Jalandhar),Jalandhar,Punjab,31.2121,75.5684,11,4
144005,Jalandhar Cantt H.O,Jalandhar,Punjab,31.2121,75.5684,4,1
144006,P.A.P. Lines Jalandhar Cantt,Jalandhar,Punjab,31.2121,75.5684,2,1
144007,Ladhewali,Jalandhar,Punjab,31.2121,75.5684,1,1
144008,Grain Market (Jalandhar),Jalandhar,Punjab,31.2121,75.5684,7,1
144009,Chogitti,Jalandhar,Punjab,31.2121,75.5684,2,1
144010,Dhanowali,Jalandhar,Punjab,31.1191,75.487,1,1
144011,R.E.C. Jalandhar,Jalandhar,Punjab,31.1191,75.487,1,1
144012,Reru,Jalandhar,Punjab,31.1191,75.487,1,4
144020,Jamsher,Jalandhar,Punjab,31.2357,75.6186,3,4
144021,Nagra (Jalandhar),Jalandhar,Punjab,31.2128,75.5924,4,4
144022,Urban Estate (Jalandhar),Jalandhar,Punjab,31.2121,75.5684,3,1
144023,Dakoha,Jalandhar,Punjab,31.2121,75.5684,1,1
144024,Khusropur,Jalandhar,Punjab,31.2121,75.5684,5,4
144025,Budhiana,Jalandhar,Punjab,31.3766,75.6506,8,4
144026,Kalyanpur,Jalandhar,Punjab,31.2121,75.5684,8,4
144027,Suranussi,Jalandhar,Punjab,31.2121,75.5684,1,1
144028,Chitti,Jalandhar,Punjab,31.1814,75.6662,2,4
144029,Chhokran,Jalandhar,Punjab,31.1104,75.9057,5,4
144030,Kalra,Jalandhar,Punjab,31.4034,75.7919,2,4
144031,Rurka Kalan,Jalandhar,Punjab,31.1228,75.6996,1,4
144032,Daduwal,Jalandhar,Punjab,31.1936,75.6513,3,4
144033,Bhangala,Jalandhar,Punjab,31.1621,75.5962,6,4
144034,Bundala (Jalandhar),Jalandhar,Punjab,31.1278,75.643,5,4
144035,Kang Arryan,Jalandhar,Punjab,31.1797,75.6257,4,1
144036,Bilga,Jalandhar,Punjab,31.0499,75.6544,5,4
144037,Nagra,Jalandhar,Punjab,31.0902,75.6853,3,4
144039,Bhallowal,Jalandhar,Punjab,31.0966,75.5821,15,4
144040,Bara Sidhpur,Jalandhar,Punjab,31.1606,75.3515,14,4
144041,Mehatpur (Jalandhar),Jalandhar,Punjab,31.0444,75.5007,14,4
144042,Chak Kalan,Jalandhar,Punjab,31.1443,75.5262,4,4
144043,Birpind,Jalandhar,Punjab,31.1866,75.5654,6,4
144044,Bath Kalan,Jalandhar,Punjab,31.1428,75.477,3,1
144101,Patara (Jalandhar),Jalandhar,Punjab,31.4104,75.6611,6,1
144102,Adampur Doaba,Jalandhar,Punjab,31.2121,75.5684,11,4
144103,Adampur AD,Jalandhar,Punjab,31.422,75.7564,3,4
144104,Daroli Kalan,Jalandhar,Punjab,31.4104,75.6611,2,1
144105,Badla Mahi,Hoshiarpur,Punjab,31.6259,75.86,14,4
144106,Adda Kathar,Jalandhar,Punjab,31.4735,75.7575,7,4
144201,Bhogpur (Jalandhar),Jalandhar,Punjab,31.5143,75.6567,17,4
144202,Alampur,Hoshiarpur,Punjab,31.6722,75.5624,8,4
144204,Baich,Hoshiarpur,Punjab,31.6581,75.6456,12,4
144205,Dasuya H.O,Hoshiarpur,Punjab,31.646,75.7136,1,1
144206,Bahera,Hoshiarpur,Punjab,31.7546,75.9117,3,4
144207,Ambala Jattan,Hoshiarpur,Punjab,31.7347,75.7507,16,4
144208,Baghpur,Hoshiarpur,Punjab,31.6775,75.8296,10,4
144209,Chowki Patiari,Hoshiarpur,Punjab,31.7081,75.9041,4,4
144210,Bhunga,Hoshiarpur,Punjab,31.6034,75.8604,7,4
144211,Hoshiarpur Kalota,Hoshiarpur,Punjab,31.9805,75.6005,9,4
144212,Budhipind,Hoshiarpur,Punjab,31.6856,75.6672,9,4
144213,Bhanowal,Hoshiarpur,Punjab,31.7968,75.8077,5,4
144214,Abdulapur,Hoshiarpur,Punjab,31.6259,75.86,8,4
144216,Rajwal,Hoshiarpur,Punjab,31.911,75.8889,2,4
144221,Bhagran,Hoshiarpur,Punjab,31.8563,75.7345,13,4
144222,Datarpur,Hoshiarpur,Punjab,31.831,75.8022,5,4
144223,Badla,Hoshiarpur,Punjab,31.8132,75.8302,8,4
144224,Amroh,Hoshiarpur,Punjab,31.8232,75.78,7,1
144301,Alawalpur (Jalandhar),Jalandhar,Punjab,31.2639,75.5844,4,4
144302,Beas Pind,Jalandhar,Punjab,31.2121,75.5684,4,4
144303,Jalowal,Jalandhar,Punjab,31.2121,75.5684,5,4
144305,Berchha,Hoshiarpur,Punjab,31.6259,75.86,8,4
144306,Bariowal,Hoshiarpur,Punjab,32.0357,75.6209,10,4
144311,Dhesian Kahna,Jalandhar,Punjab,31.1479,75.692,2,4
144401,Banga Road Phagwara,Kapurthala,Punjab,31.2326,75.7895,5,1
144402,Athouli,Kapurthala,Punjab,31.3531,75.4034,11,4
144403,Barn,Jalandhar,Punjab,31.2121,75.5684,5,4
144404,Ajnoha,Hoshiarpur,Punjab,31.3743,75.86,7,4
144405,Bhagana,Jalandhar,Punjab,31.2121,75.5684,4,4
144406,Baddon,Hoshiarpur,Punjab,31.3584,75.8943,2,4
144407,Bhabiana,Jalandhar,Punjab,31.2121,75.5684,5,4
144408,Panchhat,Kapurthala,Punjab,31.2326,75.7895,1,1
144409,Birbansian,Jalandhar,Punjab,31.121,75.7782,11,4
144410,Ganna Pind,Jalandhar,Punjab,31.0368,75.8228,10,4
144411,Chiheru,Kapurthala,Punjab,31.3531,75.4034,7,4
144415,Lassara,Nawanshahr,Punjab,31.1104,76.1547,1,1
144416,Apra,Jalandhar,Punjab,31.0828,75.8874,3,4
144417,Aur,Jalandhar,Punjab,31.1403,75.7854,2,4
144418,Atti,Jalandhar,Punjab,31.118,75.795,8,4
144419,Dayalpur (Jalandhar),Jalandhar,Punjab,31.0531,75.8628,4,4
144421,Bohara,Nawanshahr,Punjab,31.0919,76.0376,6,4
144422,Bhakhlaur,Nawanshahr,Punjab,31.1104,76.1547,3,4
144501,Jasso Mazara,Nawanshahr,Punjab,31.1941,75.8422,4,4
144502,Dhandwar,Nawanshahr,Punjab,31.1617,75.8769,7,4
144503,Bharoli,Nawanshahr,Punjab,31.2145,75.9247,8,4
144504,Behram,Nawanshahr,Punjab,31.1809,75.8866,6,4
144505,Baharwal,Nawanshahr,Punjab,31.1917,75.9462,12,4
144506,Bhaura,Nawanshahr,Punjab,31.2046,76.0721,4,4
144507,Chahal Kalan,Nawanshahr,Punjab,31.1186,75.9558,7,4
144508,Bains,Nawanshahr,Punjab,31.1642,76.0617,4,4
144509,Khankhana,Nawanshahr,Punjab,31.1632,75.9391,3,4
144510,Gobindpur,Nawanshahr,Punjab,31.2357,75.9968,5,4
144511,Dosanjh Khurd,Jalandhar,Punjab,31.2121,75.5684,5,4
144512,Bhin,Nawanshahr,Punjab,31.1104,76.1547,8,4
144513,Amargarh,Nawanshahr,Punjab,31.1343,76.0251,5,4
144514,Allachaur,Nawanshahr,Punjab,31.1463,76.1318,9,4
144515,Dangarpur,Nawanshahr,Punjab,31.0675,76.2035,7,4
144516,Bhagaura,Nawanshahr,Punjab,31.0998,76.1813,8,4
144517,Bahloor Kalan,Nawanshahr,Punjab,31.0628,76.11,6,4
144518,Bazidpur,Nawanshahr,Punjab,31.0484,76.0571,8,4
144519,Behbalpur,Hoshiarpur,Punjab,31.5032,75.8355,5,4
144520,Aiman Jattan,Hoshiarpur,Punjab,31.2893,75.9947,6,4
144521,Aduana,Nawanshahr,Punjab,31.1104,76.1547,14,4
144522,Bagowal,Nawanshahr,Punjab,31.1141,75.95,7,4
144523,Bhawanipur,Hoshiarpur,Punjab,31.2911,75.9175,8,4
144524,Begumpur,Nawanshahr,Punjab,31.1104,76.1547,6,4
144525,Chandiani Khurd,Nawanshahr,Punjab,31.1104,76.1547,5,4
144526,Bachhauri,Nawanshahr,Punjab,31.1104,76.1547,12,4
144527,Basiala,Hoshiarpur,Punjab,31.2687,76.1015,10,4
144528,Badesron,Hoshiarpur,Punjab,31.6479,75.7418,10,4
144529,Bharowal,Hoshiarpur,Punjab,31.6259,75.86,6,4
144530,Fateh Pur Kothi,Hoshiarpur,Punjab,31.3466,76.1487,5,4
144531,Kitna,Hoshiarpur,Punjab,31.2422,76.0523,3,4
144532,Chak Singha,Nawanshahr,Punjab,31.1104,76.1547,8,4
144533,Asron,Nawanshahr,Punjab,30.9919,76.4861,2,4
144601,Amrit Bazar(Kapurthala),Kapurthala,Punjab,31.3801,75.3811,5,4
144602,Rail Coach Factory,Kapurthala,Punjab,31.3536,75.3683,1,1
144603,PTU Campus Kapurthala,Kapurthala,Punjab,31.3288,75.4193,11,4
144606,Bhawanipur,Kapurthala,Punjab,31.386,75.2792,5,4
144620,Sheikhupur (Kapurthala),Kapurthala,Punjab,31.319,75.3491,9,4
144621,Akbarpur,Kapurthala,Punjab,31.62,75.5497,5,4
144622,Alampur Bhakha,Kapurthala,Punjab,31.5326,75.5025,9,4
144623,Adhi,Jalandhar,Punjab,31.2364,75.416,8,4
